,bathrooms,bedrooms,longitude,latitude,price
14260,1.0,2,-73.9074,40.6832,2600
20038,1.0,1,-73.9982,40.7568,3400
8181,1.0,0,-73.9658,40.7559,2200
13873,1.0,1,-73.9695,40.7601,2890
20557,1.0,1,-73.9781,40.7658,3700
22734,0.0,0,-73.9394,40.8448,6500
36284,1.0,2,-73.939,40.8454,2550
24364,1.0,3,-73.9831,40.7306,4125
4285,1.0,1,-73.9571,40.7334,3408
43633,2.0,2,-73.9956,40.7621,5200
46555,1.0,1,-73.9519,40.7699,2050
32477,1.0,1,-73.9894,40.7639,2400
12568,1.0,2,-73.9551,40.7685,2725
34050,1.0,1,-73.9812,40.7781,3300
25936,1.0,1,-73.9927,40.7301,4095
1728,1.0,2,-73.9478,40.773,3495
202,2.0,3,-73.9055,40.6577,2300
5929,2.0,2,-73.9627,40.8015,3350
5001,1.0,1,-74.0001,40.7344,3650
42154,1.0,1,-73.9488,40.7972,2445
45776,1.0,1,-73.9541,40.7699,2150
16763,1.0,2,-73.9631,40.7565,4900
16118,2.0,3,-73.96340000000002,40.7582,4300
24533,1.0,2,-73.9405,40.7235,2750
45895,1.0,3,-73.9861,40.7262,4950
48503,1.0,2,-73.9819,40.7216,3200
23532,1.0,0,-73.9578,40.8198,1750
25245,2.0,2,-73.9991,40.7606,5000
48409,2.0,2,-73.9805,40.7824,7000
2922,1.0,1,-73.9606,40.8013,2500
34963,2.0,2,-73.964,40.7193,5100
17750,1.0,1,-73.9928,40.7551,3695
32884,1.0,1,-73.9523,40.7912,5895
43919,1.0,0,-73.9552,40.7775,1900
13951,1.0,0,-73.9515,40.7711,2200
28851,1.0,2,-73.9782,40.7447,3090
17176,1.0,1,-74.018,40.7067,2325
39594,1.0,1,-73.979,40.7216,1878
45451,1.0,1,-73.9773,40.7909,2625
8930,2.0,2,-74.00399999999998,40.7509,5500
5961,1.0,0,-73.9848,40.7635,2450
27582,1.0,3,-73.9959,40.72,3700
26411,1.0,1,-74.0094,40.7343,3850
24793,1.0,1,-73.9846,40.7434,4945
44865,1.0,1,-73.9932,40.7633,2995
36536,1.0,0,-73.913,40.749,1525
13688,1.0,1,-73.9769,40.7861,2650
15687,1.0,0,-73.969,40.7516,2400
36642,2.0,2,-73.984,40.7645,4967
22943,1.0,0,-73.9578,40.8198,1695
42268,2.0,3,-73.9826,40.7302,4492
30016,1.0,1,-73.9381,40.7142,2100
45348,1.0,1,-73.9919,40.7436,4550
13513,1.0,0,-73.9838,40.7586,2200
28090,1.0,1,-73.96300000000002,40.7611,1950
40400,1.0,2,-74.0101,40.71,3450
1639,1.5,2,-73.9908,40.703,5600
22895,1.0,0,-73.9879,40.7254,2300
35471,2.0,2,-73.945,40.6386,1595
25899,2.0,3,-73.9908,40.7673,5500
7469,1.0,1,-74.0018,40.7268,2750
4680,1.0,2,-73.9706,40.7986,4695
2084,1.0,2,-73.9416,40.8163,2600
15288,2.0,3,-74.0096,40.7141,4575
8710,1.0,3,-73.9864,40.7399,5150
45138,1.0,2,-73.9392,40.8021,2275
20077,1.0,0,-73.984,40.7645,3375
30802,1.0,1,-73.9667,40.7953,3000
36647,1.0,0,-73.984,40.7645,2785
10634,2.0,2,-73.9935,40.7247,4795
438,1.0,2,-74.0099,40.7079,3200
2011,1.0,2,-73.9883,40.7206,2895
14533,1.0,2,-74.0099,40.7062,3510
32139,2.0,2,-73.9564,40.7699,4766
12508,1.0,1,-73.9832,40.7645,2500
16986,1.0,0,-74.0101,40.7067,3605
42078,1.0,0,-73.9386,40.813,1675
10710,1.0,1,-73.9379,40.8246,1750
42198,2.0,4,-73.9494,40.7813,5000
3237,1.0,3,-74.0046,40.7073,3600
47126,1.0,1,-73.8848,40.7488,1800
48799,1.0,0,-73.9826,40.7658,2850
8634,1.0,2,-73.9183,40.6704,1695
37773,1.0,2,-73.9161,40.6774,1850
10800,1.0,1,-74.0009,40.7338,5295
1589,1.0,1,-73.9799,40.7372,2895
19720,1.0,0,-73.9578,40.8198,1695
17282,1.0,1,-73.9999,40.7266,4400
3901,1.0,0,-73.9816,40.7654,2750
42653,2.0,4,-73.9571,40.7762,7350
46096,1.0,2,-73.9487,40.7845,2700
31387,1.0,1,-73.9822,40.7406,3395
3778,1.0,1,-74.0055,40.7111,3600
44686,1.0,2,-73.9516,40.8005,2750
41703,1.0,1,-73.9422,40.7996,1650
47661,1.0,1,-73.9817,40.7396,2750
22598,1.5,3,-73.9782,40.7426,5500
20275,1.0,0,-74.0011,40.7394,2795
47415,1.0,1,-73.9745,40.7481,3937
41655,1.0,0,-73.9977,40.7423,2200
42050,1.0,2,-74.0032,40.7354,4095
1020,1.0,0,-73.9564,40.7459,2300
18736,1.0,1,-73.9379,40.8421,1600
11234,1.0,0,-73.9941,40.7301,3100
5753,1.0,0,-73.9406,40.8292,1550
37588,1.0,2,-73.9696,40.7885,3450
12676,1.0,2,-74.0019,40.7313,3100
27224,1.0,0,-74.0059,40.7075,2495
35407,2.0,3,-73.9659,40.7928,5985
48565,1.0,2,-73.9503,40.7845,2700
33474,1.0,1,-74.0015,40.7385,3100
17636,1.0,1,-73.9826,40.7302,2895
43456,1.0,1,-73.9626,40.7617,2350
40173,2.0,3,-73.9754,40.7444,6000
17323,1.0,3,-73.9533,40.8238,2500
33881,1.0,2,-73.9839,40.7283,3275
5689,1.0,1,-73.9508,40.7862,3000
45921,2.0,3,-73.9786,40.7249,4795
4241,1.0,2,-73.9971,40.7439,3400
28095,1.0,0,-73.9654,40.7554,1975
354,1.0,2,-73.9615,40.6882,2400
32421,1.0,1,-73.9874,40.7651,2595
11948,1.0,3,-73.92,40.6872,2550
36348,1.0,2,-73.9787,40.7269,2400
42971,2.0,4,-73.9538,40.6512,3300
9703,1.0,2,-73.9689,40.7602,4900
37646,1.0,1,-73.9621,40.7986,2295
18893,2.0,3,-73.9889,40.7258,4250
43482,1.0,1,-74.005,40.7304,3495
34305,1.0,3,-73.9828,40.7192,4500
31026,1.0,1,-73.99,40.7601,2600
25184,2.0,2,-73.987,40.7604,5300
43268,1.0,2,-73.9491,40.6778,1850
26138,2.0,2,-73.9826,40.7787,9500
24159,2.0,3,-73.9741,40.7447,4700
2916,1.0,0,-73.9525,40.7816,1800
33407,1.0,3,-73.9868,40.7488,5200
32208,1.0,0,-73.8979,40.7689,1400
48086,1.0,2,-73.9668,40.6905,3000
14877,1.0,1,-73.9772,40.7412,2970
37270,1.0,3,-73.98100000000002,40.7728,4295
29900,1.0,2,-73.9892,40.726,4195
27083,1.0,3,-74.0044,40.7231,3625
22454,2.0,2,-73.9653,40.7579,7495
30062,1.0,1,-73.9626,40.7621,2295
21806,1.0,0,-73.9677,40.7606,2800
5921,1.0,2,-73.9688,40.7905,3100
5733,1.0,1,-74.0046,40.7073,2895
48197,1.0,2,-73.9929,40.7714,4000
204,1.0,2,-74.0094,40.7095,3150
41334,2.0,2,-73.9949,40.7445,6937
14773,1.0,1,-73.9789,40.7491,3250
16073,2.0,3,-73.9823,40.735,5700
41928,1.0,2,-73.9611,40.7627,3350
12686,1.0,1,-73.9663,40.7107,2940
13625,1.0,1,-73.9826,40.7282,2795
34722,1.0,1,-73.9949,40.7419,4091
46340,1.0,1,-74.0148,40.7182,3700
42926,1.0,2,-73.9709,40.7528,3900
47947,1.0,0,-74.0006,40.7383,2475
47907,1.0,2,-73.9387,40.8261,1775
41960,1.0,0,-73.9578,40.8198,1650
11841,1.0,1,-73.9743,40.7317,3249
33276,1.0,1,-73.9239,40.8679,1850
43056,1.0,1,-73.9918,40.6032,1750
40180,1.0,0,-73.9558,40.7477,2420
48571,1.0,2,-73.9515,40.7779,3100
34429,1.0,2,-73.8536,40.7276,2150
12248,1.0,2,-73.9512,40.7761,2775
32523,1.0,2,-73.9083,40.8862,2695
14715,2.0,3,-73.9727,40.7436,4580
36393,1.0,2,-73.9819,40.7299,3595
10099,1.0,2,-73.9232,40.7533,2600
23316,1.0,0,-74.0065,40.7081,4800
14677,1.0,1,-73.9909,40.7448,4446
21641,1.0,1,-74.0038,40.74,4100
1975,1.0,1,-74.0026,40.7512,3595
43028,1.0,0,-73.9792,40.7431,2775
28876,1.0,0,-73.9494,40.7813,2275
42394,1.0,3,-73.8897,40.6832,2000
38970,1.0,1,-73.9566,40.7704,3895
5107,1.0,1,-73.9949,40.7419,4554
36038,1.0,2,-73.9868,40.7488,3400
41787,1.0,0,-73.9518,40.7727,2100
49178,1.0,0,-73.9696,40.756,2195
4915,2.0,2,-73.9455,40.7929,3200
46066,1.0,2,-73.9498,40.7615,3175
27286,1.0,0,-73.9765,40.7489,2450
15827,1.0,2,-73.9864,40.7514,3195
40177,1.0,3,-73.9416,40.8357,2750
31681,1.0,2,-73.8324,40.706,2550
39571,2.0,2,-73.9705,40.7892,4400
28952,1.0,4,-73.9552,40.7766,5330
37122,1.0,2,-73.9864,40.7647,5295
36341,1.0,2,-73.9773,40.7463,2750
27407,1.0,1,-73.9982,40.7568,3895
16249,1.0,1,-73.9749,40.7481,3950
20430,1.0,1,-74.0095,40.7054,2625
29502,1.0,0,-74.0095,40.7054,2775
44830,1.0,1,-73.9457,40.783,2050
11190,1.0,0,-73.9566,40.7474,2690
13445,1.0,1,-73.9979,40.7397,3650
8013,2.0,2,-73.9649,40.7167,4800
21861,2.0,4,-73.9738,40.7376,6000
4078,1.0,0,-73.9863,40.7349,2800
23834,1.0,1,-73.9881,40.7621,2500
45317,1.0,3,-73.9927,40.7216,3550
44376,0.0,0,-73.9825,40.7422,2200
19016,2.0,3,-73.9773,40.7463,5395
2470,1.0,1,-73.9144,40.8788,1875
26708,1.0,2,-74.0018,40.7334,5395
15319,1.0,2,-73.96600000000002,40.8012,3600
17124,1.0,0,-73.9999,40.7296,2700
47037,2.0,3,-74.0111,40.7061,5850
24106,1.0,1,-73.9401,40.845,1695
677,1.0,1,-73.964,40.7702,2900
45716,2.0,4,-73.979,40.7369,6000
24346,1.0,1,-73.9703,40.786,5000
6185,1.0,1,-73.9211,40.7622,2000
44471,1.0,1,-73.9781,40.7658,2650
32709,1.0,0,-73.9689,40.7602,2650
49111,1.0,1,-73.9781,40.7658,3900
7878,2.0,4,-74.0076,40.7047,5595
29795,1.0,1,-74.0079,40.7337,3495
42487,1.0,2,-73.9462,40.7748,4000
9108,1.0,2,-73.926,40.7011,5000
6524,1.0,2,-73.992,40.7598,2500
38303,2.0,2,-73.8638,40.7327,3387
46501,1.0,2,-73.9431,40.8344,2000
41563,1.0,1,-73.9838,40.77,3995
3178,1.0,1,-73.9531,40.7176,3343
39555,1.0,1,-74.0078,40.7336,3595
2628,1.0,1,-73.9421,40.7898,1725
24663,1.0,0,-73.9751,40.7798,1795
32579,2.0,4,-73.9978,40.7612,5700
39916,1.0,2,-73.9867,40.7294,4650
24597,1.0,4,-73.9887,40.7401,5795
38562,1.0,0,-73.9408,40.8175,1450
21899,1.0,1,-74.0149,40.7083,2800
10864,1.0,3,-74.0099,40.7062,4150
24149,1.0,3,-73.928,40.7041,3000
46356,1.0,1,-73.9906,40.7582,2049
26195,1.0,0,-73.9478,40.7786,2500
27375,3.0,4,-73.9704,40.753,15000
47918,1.0,1,-73.9949,40.7445,4250
34073,1.0,0,-74.0085,40.7387,3800
44170,1.0,0,-73.9922,40.7595,1650
18803,1.0,0,-73.9639,40.7619,2940
32178,1.0,1,-73.9849,40.7633,3800
18346,1.0,2,-74.0149,40.708,3400
42331,1.0,0,-73.9563,40.7681,2595
16190,1.0,1,-73.9508,40.7862,2900
10821,1.0,3,-73.9939,40.7632,2750
15427,1.0,2,-73.9789,40.7286,3995
36861,1.0,2,-73.9978,40.7612,3625
37863,1.0,1,-73.9944,40.7548,3575
31745,1.0,0,-73.9566,40.7729,2500
45084,1.0,3,-73.9389,40.7155,3800
15021,2.0,3,-73.9846,40.7228,4975
47704,1.0,2,-73.9898,40.7652,3495
10891,1.0,1,-73.9809,40.7832,2600
40042,1.0,1,-73.9744,40.7477,2600
48426,1.0,1,-73.9909,40.7448,4134
43611,2.0,3,-73.9839,40.776,13300
21280,1.0,1,-73.99,40.7601,2595
29384,1.0,3,-73.9942,40.7252,6000
21886,1.0,2,-73.9608,40.7688,3200
13791,2.0,2,-74.0002,40.761,4090
33520,1.0,3,-73.9543,40.6126,2100
10159,1.0,1,-73.8237,40.7516,1650
39992,1.0,2,-73.9649,40.7167,4400
9976,1.0,0,-73.9523,40.7784,2200
8331,1.0,1,-73.9381,40.7142,1984
16325,1.0,1,-73.9905,40.7656,2675
49281,1.0,0,-74.0036,40.7399,2300
8950,1.0,0,-73.9497,40.7817,1960
6074,1.0,1,-73.9917,40.7709,3369
24424,1.0,1,-73.9928,40.7369,3200
49324,1.0,0,-73.9539,40.7721,2100
34791,1.0,1,-73.9924,40.6851,2700
14041,1.0,3,-73.9518,40.7798,4300
26320,1.0,0,-73.9875,40.7494,2400
15940,2.0,3,-73.9506,40.7716,4100
47674,1.5,2,-73.945,40.6877,2950
2187,1.0,2,-73.9944,40.7548,3275
45883,1.0,1,-73.9496,40.7709,2395
27878,1.0,2,-73.9558,40.773,2995
48847,2.0,5,-73.985,40.7328,12000
36462,1.0,2,-73.9469,40.7773,2800
14657,2.0,3,-73.9564,40.7481,4100
47273,1.0,0,-74.0161,40.7053,2261
24935,1.0,1,-73.9757,40.7461,3465
40216,2.0,6,-73.9668,40.8015,6000
36020,1.0,1,-73.9813,40.667,2200
42933,1.0,0,-73.9204,40.8397,1300
3815,1.0,1,-73.9661,40.7929,3500
11584,1.0,1,-74.0149,40.708,2675
42687,2.0,2,-73.9964,40.7562,4490
46824,1.0,2,-73.9389,40.8126,2750
13605,1.0,0,-74.0066,40.7084,2500
26053,1.0,1,-73.9847,40.7637,2945
29329,2.0,3,-73.9568,40.7841,5500
2511,1.0,3,-73.9421,40.7087,4000
5366,1.0,2,-74.0158,40.7062,2975
6169,1.0,2,-73.9514,40.7252,2299
14959,1.0,2,-74.0095,40.7054,5150
4056,1.0,2,-73.9686,40.7998,3200
32926,1.0,1,-74.0046,40.7073,3775
25244,1.0,1,-73.9537,40.7764,2850
41339,1.0,3,-73.8504,40.8315,1800
16749,1.0,1,-73.9496,40.7709,2200
16171,1.0,1,-73.9544,40.6557,1900
110,1.0,2,-73.9518,40.7763,3050
23322,1.0,0,-73.9688,40.789,2300
36497,1.0,3,-73.9818,40.7341,4200
767,1.0,1,-73.9877,40.7611,4500
21898,1.0,1,-73.9251,40.7677,2350
4138,1.0,0,-73.9983,40.7546,2200
46055,1.0,0,-73.9946,40.7325,2600
18904,1.0,1,-73.9765,40.7788,2595
41173,1.0,1,-74.0081,40.7074,4595
17684,1.0,1,-73.97710000000002,40.7923,3500
26119,2.0,3,-73.9723,40.7471,5000
12751,2.0,2,-74.0058,40.7087,4200
40439,1.0,1,-74.0101,40.7067,3500
46988,1.0,1,-73.9958,40.7233,3400
33781,1.0,0,-73.9779,40.7466,2500
8321,1.0,2,-73.9602,40.7644,3095
34159,1.0,2,-73.9416,40.79,2295
33030,1.0,1,-73.9898,40.7184,2250
44060,1.0,2,-73.9866,40.7514,3250
15971,1.0,1,-73.9758,40.7928,2695
41619,2.0,2,-73.9464,40.7805,5395
35240,1.0,2,-73.9478,40.7802,2950
31238,1.0,2,-73.9515,40.7874,2400
29608,2.0,2,-73.9857,40.7691,5450
24638,1.0,1,-73.9982,40.7568,3395
3596,1.0,1,-74.0086,40.7121,3595
43600,3.0,3,-73.9805,40.7825,12500
23698,1.0,3,-73.9609,40.8007,2800
12188,1.0,0,-73.9562,40.8134,2150
30501,1.0,1,-73.9672,40.694,2600
30636,1.0,1,-73.9533,40.7803,1856
38523,1.0,1,-73.9979,40.7439,2500
34165,1.0,1,-73.949,40.78,2350
38830,1.0,2,-73.9623,40.7967,2995
40817,2.0,2,-73.9458,40.7775,3550
31937,1.0,2,-73.9916,40.7452,3990
17831,1.0,2,-73.9482,40.7811,2750
4823,2.0,2,-73.9564,40.7481,3850
21121,1.0,2,-73.9544,40.7719,3100
22014,1.0,3,-73.9531,40.8199,2600
48694,1.0,1,-73.9642,40.7583,3500
3907,2.0,2,-73.9888,40.7328,14500
10481,1.0,1,-73.8566,40.8302,1200
25502,1.0,0,-73.9779,40.7782,2175
38459,1.0,1,-73.9814,40.7395,2895
44839,1.0,1,-73.9678,40.6861,2450
7573,1.0,1,-73.9866,40.7651,2585
41595,1.0,1,-74.0047,40.7334,4875
1958,1.0,1,-73.9804,40.73,2500
34330,2.0,4,-73.9877,40.7378,7000
25087,1.0,1,-73.9405,40.8233,1550
27589,2.0,2,-73.9801,40.7292,4350
11454,1.0,3,-73.9712,40.7595,4700
25452,1.0,1,-73.9505,40.771,2495
20484,1.0,1,-73.9732,40.7476,4265
12980,1.0,2,-73.9487,40.7805,2400
3642,1.0,2,-73.9904,40.7584,2595
45892,1.0,1,-73.9826,40.7236,2895
39020,2.0,4,-73.9517,40.8251,3895
23627,1.0,1,-73.983,40.7352,3100
23415,1.0,1,-73.9839,40.7287,2595
7684,2.0,2,-73.9854,40.7781,7495
46107,2.0,4,-74.0072,40.6544,2900
36155,1.0,0,-73.9872,40.7221,3450
23025,1.0,2,-74.0019,40.7313,2975
5479,1.0,2,-73.9794,40.7363,3795
15329,1.0,2,-73.9942,40.7301,4360
22456,1.0,2,-73.9758,40.732,5179
43140,1.0,2,-73.9509,40.7244,2500
21575,1.0,1,-73.9562,40.718,2600
20974,1.0,0,-73.97399999999998,40.7538,2295
17895,1.0,0,-73.9666,40.5907,1275
5420,1.0,0,-74.0113,40.7075,2676
7341,1.0,1,-73.9577,40.6396,1550
95,1.0,2,-73.8519,40.7306,2350
17199,1.0,0,-73.9831,40.6952,2500
15454,1.0,1,-74.0047,40.7475,4935
43464,2.0,4,-74.0069,40.7074,6100
40628,1.0,1,-73.8171,40.7086,1795
26556,1.0,1,-73.9508,40.7718,3800
1444,1.0,0,-74.0,40.7285,2850
17597,1.0,0,-73.9978,40.7612,2800
16235,1.0,1,-73.9515,40.7771,2250
37337,1.0,0,-73.9616,40.7677,2900
40229,1.0,1,-73.9129,40.7606,1800
42690,1.0,0,-73.973,40.6714,1950
28437,3.0,3,-73.9789,40.7247,4995
15645,1.0,1,-73.9819,40.7725,4500
36196,1.0,2,-73.9566,40.7704,4000
27876,1.0,0,-73.9512,40.775,1975
49126,1.0,0,-73.97800000000002,40.74800000000001,3500
30904,1.0,0,-74.0162,40.7056,2584
19976,1.0,2,-73.98100000000002,40.7394,2950
34640,1.0,2,-74.0048,40.7261,3171
24198,1.0,1,-73.9739,40.7536,3000
34096,1.5,2,-73.9617,40.7617,2850
47784,1.0,0,-73.9908,40.761,1800
39473,1.0,0,-73.9981,40.7372,2500
10440,2.0,2,-73.9802,40.7469,6595
20212,1.0,0,-74.0047,40.7339,3000
45009,2.0,4,-73.9829,40.7199,6495
29903,3.0,3,-73.9416,40.79,2895
31583,1.0,1,-74.0066,40.7338,2695
42996,1.0,3,-73.9692,40.7554,4395
29005,2.0,2,-73.9949,40.759,6000
29393,1.0,4,-73.9016,40.6994,2950
7371,1.0,0,-73.9864,40.7514,2650
46443,1.0,1,-73.9404,40.8294,2000
22763,1.0,4,-73.9838,40.7307,5900
13634,2.0,2,-73.9639,40.6944,2900
28068,1.0,0,-73.8788,40.8718,1325
36592,1.0,1,-73.9632,40.7631,2995
22156,1.0,0,-73.9994,40.7606,2590
18590,1.0,1,-73.9861,40.7608,3500
1068,2.0,3,-73.9962,40.7593,4800
34691,1.0,2,-73.9844,40.7267,3300
33592,1.0,1,-73.9789,40.7743,4100
48757,1.0,2,-73.9227,40.6704,1695
16160,1.0,0,-73.9964,40.7624,2790
8352,1.0,2,-73.9628,40.7633,3499
49308,1.0,1,-74.008,40.7052,3625
25690,1.0,1,-73.9626,40.7617,2350
17465,1.0,2,-73.9782,40.7447,2895
44856,2.0,3,-73.9416,40.79,2895
23331,1.0,1,-73.9826,40.7787,5400
15108,2.0,2,-73.9705,40.7957,5125
48106,1.0,1,-73.9483,40.7775,2550
11744,1.0,2,-74.0162,40.7056,2997
10348,1.0,2,-74.0046,40.7073,3000
34616,1.0,0,-73.8832,40.8683,1275
27688,2.0,2,-73.9947,40.7461,6000
7443,1.0,0,-74.0082,40.7136,2900
34992,1.0,1,-73.952,40.7799,2100
27700,1.0,0,-73.9659,40.795,2970
8158,1.0,1,-73.8324,40.706,1895
46318,2.0,2,-74.0069,40.7074,5170
4793,1.0,0,-73.9482,40.7749,1700
44442,1.0,1,-73.9832,40.7297,3250
3088,1.0,0,-73.9526,40.7812,1800
8381,1.0,3,-73.9826,40.7302,4295
15156,2.0,3,-73.9794,40.7804,7100
15820,2.0,2,-74.0055,40.7111,6185
40279,1.0,2,-73.9603,40.7695,3229
23130,1.0,2,-73.9838,40.7287,3100
852,1.0,0,-73.9886,40.7656,2900
37169,1.0,0,-74.0099,40.7062,2625
38263,1.0,1,-73.9779,40.7449,2917
36209,1.0,2,-73.9809,40.7278,3490
41110,2.0,3,-73.9742,40.796,4750
42527,1.0,2,-73.955,40.7701,4500
38125,1.0,2,-74.0093,40.7051,3400
17954,1.0,0,-74.0047,40.7339,3000
42885,1.0,0,-74.0149,40.708,2492
40176,1.0,3,-73.9774,40.7257,4995
40280,1.0,0,-74.0055,40.7111,2907
46975,1.0,2,-73.9829,40.7304,2800
8885,1.0,2,-73.9578,40.8198,2575
27908,1.0,1,-73.95100000000002,40.7723,3470
34719,1.0,2,-73.9618,40.7965,2995
23148,1.0,1,-73.9583,40.762,3100
3245,2.0,4,-73.9822,40.7407,7490
9350,1.0,1,-73.9416,40.6732,1495
25627,1.0,2,-73.979,40.7369,3300
38107,2.5,6,-73.955,40.7765,7000
2670,1.0,2,-73.9225,40.8689,2150
12051,2.0,2,-73.9601,40.7676,4595
28567,1.0,1,-73.9839,40.6983,2400
15904,1.0,0,-73.9919,40.7436,3495
21303,1.0,2,-73.9982,40.7568,3453
15857,1.0,0,-73.9638,40.7634,3050
13511,1.0,3,-73.961,40.8007,2800
1567,1.0,2,-73.9691,40.8006,4000
38951,1.0,1,-74.0047,40.7334,4900
18443,1.0,1,-74.0047,40.7334,5100
39588,1.0,2,-73.9253,40.6911,1750
37633,1.5,2,-73.9628,40.7633,4300
48486,2.0,3,-73.9565,40.7802,11000
5118,1.0,1,-73.9501,40.774,2400
6209,1.0,2,-73.9475,40.7748,2445
26688,1.0,2,-74.0016,40.737,4800
46894,1.0,0,-73.9807,40.7873,2095
4903,1.0,2,-73.9266,40.8614,1885
12537,1.0,1,-73.957,40.7727,2075
22988,1.0,0,-74.0074,40.7401,2700
39222,1.0,1,-73.953,40.779,2300
8668,1.0,1,-73.9705,40.7957,2900
22948,1.0,0,-73.9905,40.7137,2550
43351,1.0,0,-73.9859,40.7701,4550
31244,1.0,0,-73.9838,40.7674,2750
43342,1.0,2,-73.9415,40.7899,1900
22611,2.0,3,-73.9695,40.753,4200
31675,1.0,1,-73.9832,40.7749,2650
32987,1.0,1,-73.9627,40.7581,3850
27466,1.0,2,-73.9992,40.761,3300
19517,1.0,0,-73.9989,40.7611,2800
23268,1.0,1,-73.956,40.7472,2653
30786,1.0,0,-73.9566,40.7704,2595
14801,2.0,3,-73.993,40.6972,6738
12164,2.0,4,-73.9843,40.7382,7000
20123,1.0,1,-73.985,40.7196,2675
27165,1.0,3,-73.9877,40.7378,5695
12093,1.0,1,-73.9518,40.826,2175
9505,1.0,0,-73.9828,40.7307,1995
30464,1.0,3,-74.0106,40.7083,4300
34094,1.0,0,-73.9544,40.7681,1875
25374,1.0,1,-73.9272,40.7595,1800
9144,1.0,0,-73.9784,40.7775,2075
24212,1.0,1,-73.9672,40.5912,1675
20644,2.0,2,-73.9394,40.7516,3950
45112,1.0,1,-73.954,40.7753,2495
33413,2.0,2,-73.9703,40.7843,13750
48725,1.0,1,-73.9773,40.7909,2975
37021,1.0,0,-73.9902,40.7238,2650
38948,1.0,2,-73.977,40.7488,5200
5738,1.0,1,-73.9625,40.7575,3400
3822,1.0,2,-73.9533,40.8238,1800
45130,1.0,0,-73.9909,40.7448,3426
5520,2.0,3,-73.9123,40.6878,3750
34601,1.0,1,-73.9492,40.7767,3295
39890,1.0,2,-73.9399,40.7913,2295
31178,1.0,1,-73.95,40.7705,2275
41894,1.0,4,-73.9526,40.8242,3695
28760,1.0,2,-73.9544,40.7719,3000
14227,1.0,1,-73.9999,40.7278,2850
232,1.0,2,-74.0149,40.708,3097
5639,1.0,0,-73.9613,40.7653,3500
34203,1.0,0,-73.9838,40.7587,2099
35846,1.0,2,-73.9943,40.7602,3750
15011,1.0,2,-73.95100000000002,40.724,2995
31984,1.0,1,-73.9826,40.7282,2995
29663,1.0,2,-73.947,40.7795,2700
14660,1.0,1,-74.0045,40.7521,3965
40664,1.0,1,-73.9727,40.7436,3242
6308,1.0,0,-73.9831,40.7311,13995
48622,1.0,2,-74.0117,40.6262,1500
27965,1.0,2,-73.9743,40.7439,3400
47520,1.0,2,-73.969,40.7516,3295
35398,1.0,2,-73.9517,40.77,2995
34492,1.0,1,-73.958,40.771,2300
11091,1.0,2,-74.0028,40.6826,2700
39008,1.0,2,-73.9626,40.7575,2950
21616,1.0,0,-73.9586,40.7637,2600
29822,1.0,2,-73.9934,40.7366,4500
30847,2.0,2,-73.9968,40.7562,5170
36190,1.0,1,-74.0014,40.7295,3195
24754,1.0,1,-73.9617,40.7617,2850
44768,1.0,1,-73.9941,40.6651,2200
48605,2.0,3,-73.9813,40.7296,5650
38414,3.0,3,-73.9528,40.7739,5900
27922,1.0,2,-73.9533,40.8238,1900
8030,2.0,3,-73.9507,40.7806,4000
8240,1.0,1,-73.969,40.7549,2895
15954,1.0,0,-73.9901,40.7601,1995
30749,2.0,2,-73.9893,40.7484,8500
4736,1.0,0,-73.9896,40.7341,3450
8297,1.0,1,-73.9931,40.7327,4175
5804,1.0,2,-73.9793,40.7205,2950
45242,1.0,1,-73.9736,40.7473,2650
7523,2.0,3,-73.9727,40.7436,5000
41274,1.0,1,-73.9577,40.76300000000001,2095
48722,1.0,0,-74.0149,40.708,3500
42371,1.0,0,-73.9759,40.7777,2525
22185,1.0,2,-73.9575,40.7149,3650
14408,1.0,0,-73.9353,40.8573,1950
22462,1.0,2,-73.9529,40.7671,3400
8582,1.0,1,-73.9421,40.7865,1995
20581,1.0,1,-73.98899999999998,40.7391,3250
12842,2.0,2,-74.0059,40.7075,4775
4968,1.0,3,-73.9777,40.7449,4600
44867,1.0,0,-73.9964,40.7441,2400
31264,2.5,3,-73.9574,40.7768,9500
34897,1.0,0,-74.0161,40.7053,2575
9148,1.0,3,-73.9528,40.6383,1995
14403,1.0,2,-73.9712,40.7594,3695
39669,1.0,1,-73.9677,40.7539,3700
9457,1.0,1,-73.9763,40.7878,3000
13373,1.0,2,-73.9649,40.7572,3400
21,1.0,2,-73.9794,40.7427,2999
3273,2.0,2,-73.9713,40.695,3250
30567,1.0,1,-73.9765,40.7339,3970
16465,1.0,0,-73.9982,40.7568,2668
36363,2.0,2,-73.9607,40.7675,4750
2784,1.0,2,-74.0045,40.7311,3600
32204,1.0,1,-73.9938,40.7231,3495
21001,1.0,3,-73.9297,40.8526,2700
38254,1.0,0,-73.9545,40.7668,1795
48838,1.0,3,-73.9936,40.7391,4950
5709,4.0,3,-73.9703,40.786,12995
45418,1.0,2,-73.9493,40.8266,2100
34717,1.0,1,-73.9509,40.773,2150
32033,1.0,0,-73.9757,40.7461,2625
32568,1.0,1,-73.9982,40.7568,4130
7066,1.0,1,-73.9503,40.7803,2300
31582,2.0,3,-73.983,40.6969,3625
29899,1.0,2,-74.0044,40.7231,3733
29470,1.0,1,-73.9782,40.7749,2900
13043,1.0,0,-73.9838,40.7586,2250
18865,1.0,0,-73.9734,40.7897,3195
